strategy,my_second_last_move,my_last_move,opponent_second_last_move,opponent_last_move,opponent_next_move
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,R,R,R,R
anti_mirror,R,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,R,R,R,R
anti_mirror,R,R,R,R,R
anti_mirror,R,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,P,R,R,R
anti_mirror,P,S,R,R,R
anti_mirror,S,S,R,R,R
anti_mirror,S,S,R,R,R
